Hg,Hi,Hm,Hp,He,Ib,Ir,It,|Ka|
30 ,20 ,240 ,15 ,25 ,16.7634 ,6.7319 ,19.4338 ,2.6705 
40 ,20 ,240 ,15 ,25 ,16.9371 ,6.2387 ,19.7137 ,2.7766 
50 ,20 ,240 ,15 ,25 ,17.1124 ,5.8311 ,19.9202 ,2.8078 
60 ,20 ,240 ,15 ,25 ,17.2744 ,5.5521 ,20.0277 ,2.7533 
70 ,20 ,240 ,15 ,25 ,17.4193 ,5.4102 ,20.0317 ,2.6125 
80 ,20 ,240 ,15 ,25 ,17.5351 ,5.4058 ,19.9409 ,2.4059 
90 ,20 ,240 ,15 ,25 ,17.6184 ,5.5334 ,19.7623 ,2.1439 
10 ,20 ,250 ,15 ,30 ,16.0021 ,7.8562 ,20.3939 ,4.3918 
100 ,20 ,250 ,15 ,30 ,17.0993 ,6.3224 ,20.8044 ,3.7051 
20 ,20 ,250 ,15 ,30 ,16.1207 ,7.4167 ,20.6864 ,4.5657 
30 ,20 ,250 ,15 ,30 ,16.2979 ,6.8642 ,21.0290 ,4.7311 
40 ,20 ,250 ,15 ,30 ,16.4429 ,6.4986 ,21.2315 ,4.7887 
50 ,20 ,250 ,15 ,30 ,16.6188 ,6.1299 ,21.4098 ,4.7910 
60 ,20 ,250 ,15 ,30 ,16.7571 ,5.9606 ,21.4412 ,4.6841 
70 ,20 ,250 ,15 ,30 ,16.8969 ,5.8429 ,21.4238 ,4.5268 
80 ,20 ,250 ,15 ,30 ,16.9943 ,5.9193 ,21.2681 ,4.2738 
90 ,20 ,250 ,15 ,30 ,17.0689 ,6.0353 ,21.0941 ,4.0252 
10 ,20 ,160 ,15 ,30 ,16.9764 ,9.9319 ,15.4175 ,1.5589 
100 ,20 ,160 ,15 ,30 ,18.9057 ,6.9220 ,16.3729 ,2.5327 
20 ,20 ,160 ,15 ,30 ,17.3134 ,9.2145 ,15.7133 ,1.6002 
30 ,20 ,160 ,15 ,30 ,17.6054 ,8.6640 ,15.9166 ,1.6887 
40 ,20 ,160 ,15 ,30 ,17.9277 ,8.0292 ,16.1733 ,1.7544 
50 ,20 ,160 ,15 ,30 ,18.1954 ,7.5888 ,16.3226 ,1.8728 
60 ,20 ,160 ,15 ,30 ,18.4494 ,7.1737 ,16.4697 ,1.9797 
70 ,20 ,160 ,15 ,30 ,18.6427 ,6.9609 ,16.5056 ,2.1372 
80 ,20 ,160 ,15 ,30 ,18.7907 ,6.8104 ,16.5264 ,2.2643 
90 ,20 ,160 ,15 ,30 ,18.8776 ,6.8507 ,16.4435 ,2.4341 
10 ,20 ,170 ,15 ,30 ,17.1323 ,9.4692 ,17.5385 ,0.4061 
100 ,20 ,170 ,15 ,30 ,18.8078 ,6.9276 ,18.3670 ,0.4409 
20 ,20 ,170 ,15 ,30 ,17.3971 ,8.9491 ,17.7558 ,0.3587 
30 ,20 ,170 ,15 ,30 ,17.7070 ,8.2999 ,18.0564 ,0.3494 
40 ,20 ,170 ,15 ,30 ,17.9678 ,7.8321 ,18.2409 ,0.2732 
50 ,20 ,170 ,15 ,30 ,18.2318 ,7.3458 ,18.4482 ,0.2164 
60 ,20 ,170 ,15 ,30 ,18.4404 ,7.0541 ,18.5326 ,0.0922 
70 ,20 ,170 ,15 ,30 ,18.6171 ,6.8072 ,18.6098 ,0.0072 
80 ,20 ,170 ,15 ,30 ,18.7347 ,6.7540 ,18.5662 ,0.1684 
90 ,20 ,170 ,15 ,30 ,18.8004 ,6.7517 ,18.5210 ,0.2794 
10 ,20 ,180 ,15 ,30 ,17.0686 ,9.2457 ,16.0128 ,1.0559 
100 ,20 ,180 ,15 ,30 ,18.6786 ,6.3348 ,17.2086 ,1.4700 
20 ,20 ,180 ,15 ,30 ,17.3371 ,8.5315 ,16.3757 ,0.9614 
30 ,20 ,180 ,15 ,30 ,17.5661 ,7.9839 ,16.6407 ,0.9254 
40 ,20 ,180 ,15 ,30 ,17.8332 ,7.3503 ,16.9527 ,0.8805 
50 ,20 ,180 ,15 ,30 ,18.0537 ,6.9122 ,17.1490 ,0.9047 
60 ,20 ,180 ,15 ,30 ,18.2739 ,6.5034 ,17.3253 ,0.9486 
70 ,20 ,180 ,15 ,30 ,18.4403 ,6.3004 ,17.3809 ,1.0594 
80 ,20 ,180 ,15 ,30 ,18.5745 ,6.1682 ,17.3996 ,1.1749 
90 ,20 ,180 ,15 ,30 ,18.6510 ,6.2318 ,17.3068 ,1.3441 
10 ,20 ,190 ,15 ,30 ,17.1134 ,8.8251 ,18.1377 ,1.0243 
100 ,20 ,190 ,15 ,30 ,18.5688 ,6.4038 ,19.0701 ,0.5013 
20 ,20 ,190 ,15 ,30 ,17.3205 ,8.3063 ,18.4151 ,1.0946 
30 ,20 ,190 ,15 ,30 ,17.5809 ,7.6555 ,18.7683 ,1.1874 
40 ,20 ,190 ,15 ,30 ,17.7989 ,7.1873 ,18.9974 ,1.1985 
50 ,20 ,190 ,15 ,30 ,18.0337 ,6.7043 ,19.2300 ,1.1963 
60 ,20 ,190 ,15 ,30 ,18.2178 ,6.4200 ,19.3306 ,1.1128 
70 ,20 ,190 ,15 ,30 ,18.3834 ,6.1905 ,19.4006 ,1.0172 
80 ,20 ,190 ,15 ,30 ,18.4925 ,6.1603 ,19.3418 ,0.8493 
90 ,20 ,190 ,15 ,30 ,18.5595 ,6.1910 ,19.2628 ,0.7033 
10 ,20 ,200 ,15 ,30 ,16.8770 ,8.7998 ,16.6824 ,0.1946 
100 ,20 ,200 ,15 ,30 ,18.3441 ,6.0628 ,17.8504 ,0.4938 
20 ,20 ,200 ,15 ,30 ,17.1058 ,8.0866 ,17.0867 ,0.0192 
30 ,20 ,200 ,15 ,30 ,17.3009 ,7.5399 ,17.3869 ,0.0860 
40 ,20 ,200 ,15 ,30 ,17.5429 ,6.9115 ,17.7192 ,0.1763 
50 ,20 ,200 ,15 ,30 ,17.7418 ,6.4817 ,17.9282 ,0.1864 
60 ,20 ,200 ,15 ,30 ,17.9492 ,6.0915 ,18.0972 ,0.1480 
70 ,20 ,200 ,15 ,30 ,18.1050 ,5.9124 ,18.1383 ,0.0333 
80 ,20 ,200 ,15 ,30 ,18.2358 ,5.8153 ,18.1249 ,0.1109 
90 ,20 ,200 ,15 ,30 ,18.3112 ,5.9172 ,17.9948 ,0.3164 
10 ,20 ,210 ,15 ,30 ,16.8575 ,8.4238 ,18.8192 ,1.9617 
100 ,20 ,210 ,15 ,30 ,18.2093 ,6.2266 ,19.6200 ,1.4107 
20 ,20 ,210 ,15 ,30 ,17.0361 ,7.9062 ,19.1262 ,2.0901 
30 ,20 ,210 ,15 ,30 ,17.2738 ,7.2618 ,19.4960 ,2.2222 
40 ,20 ,210 ,15 ,30 ,17.4719 ,6.8031 ,19.7349 ,2.2630 
50 ,20 ,210 ,15 ,30 ,17.6921 ,6.3406 ,19.9595 ,2.2674 
60 ,20 ,210 ,15 ,30 ,17.8637 ,6.0814 ,20.0450 ,2.1813 
70 ,20 ,210 ,15 ,30 ,18.0219 ,5.8883 ,20.0831 ,2.0612 
80 ,20 ,210 ,15 ,30 ,18.1264 ,5.8973 ,19.9872 ,1.8608 
90 ,20 ,210 ,15 ,30 ,18.1945 ,5.9717 ,19.8615 ,1.6670 
10 ,20 ,220 ,15 ,30 ,16.5487 ,8.4079 ,17.4559 ,0.9072 
100 ,20 ,220 ,15 ,30 ,17.8788 ,5.9922 ,18.4444 ,0.5656 
20 ,20 ,220 ,15 ,30 ,16.7543 ,7.7084 ,17.8719 ,1.1176 
30 ,20 ,220 ,15 ,30 ,16.9268 ,7.1798 ,18.1780 ,1.2512 
40 ,20 ,220 ,15 ,30 ,17.1455 ,6.5821 ,18.5036 ,1.3582 
50 ,20 ,220 ,15 ,30 ,17.3224 ,6.1874 ,18.6996 ,1.3772 
60 ,20 ,220 ,15 ,30 ,17.5106 ,5.8422 ,18.8430 ,1.3324 
70 ,20 ,220 ,15 ,30 ,17.6504 ,5.7095 ,18.8529 ,1.2025 
80 ,20 ,220 ,15 ,30 ,17.7721 ,5.6608 ,18.8008 ,1.0288 
90 ,20 ,220 ,15 ,30 ,17.8427 ,5.8086 ,18.6288 ,0.7862 
10 ,20 ,230 ,15 ,30 ,16.5031 ,8.0774 ,19.5963 ,3.0931 
100 ,20 ,230 ,15 ,30 ,17.7118 ,6.2452 ,20.1783 ,2.4665 
20 ,20 ,230 ,15 ,30 ,16.6572 ,7.5849 ,19.9046 ,3.2474 
30 ,20 ,230 ,15 ,30 ,16.8672 ,6.9788 ,20.2655 ,3.3983 
40 ,20 ,230 ,15 ,30 ,17.0390 ,6.5615 ,20.4902 ,3.4512 
50 ,20 ,230 ,15 ,30 ,17.2346 ,6.1485 ,20.6907 ,3.4560 
60 ,20 ,230 ,15 ,30 ,17.3856 ,5.9390 ,20.7473 ,3.3617 
70 ,20 ,230 ,15 ,30 ,17.5293 ,5.7948 ,20.7508 ,3.2215 
80 ,20 ,230 ,15 ,30 ,17.6251 ,5.8493 ,20.6171 ,2.9920 
90 ,20 ,230 ,15 ,30 ,17.6924 ,5.9600 ,20.4557 ,2.7633 
10 ,20 ,240 ,15 ,30 ,16.1163 ,8.0749 ,18.2579 ,2.1416 
100 ,20 ,240 ,15 ,30 ,17.2910 ,6.0182 ,19.0579 ,1.7669 
20 ,20 ,240 ,15 ,30 ,16.2855 ,7.4228 ,18.6645 ,2.3790 
30 ,20 ,240 ,15 ,30 ,16.4243 ,6.9436 ,18.9568 ,2.5325 
40 ,20 ,240 ,15 ,30 ,16.6107 ,6.3986 ,19.2639 ,2.6533 
50 ,20 ,240 ,15 ,30 ,16.7607 ,6.0556 ,19.4370 ,2.6763 
60 ,20 ,240 ,15 ,30 ,16.9296 ,5.7572 ,19.5553 ,2.6256 
70 ,20 ,240 ,15 ,30 ,17.0567 ,5.6676 ,19.5365 ,2.4799 
80 ,20 ,240 ,15 ,30 ,17.1744 ,5.6499 ,19.4588 ,2.2844 
90 ,20 ,240 ,15 ,30 ,17.2471 ,5.8240 ,19.2599 ,2.0128 
10 ,20 ,250 ,15 ,35 ,15.5482 ,8.0294 ,18.7520 ,3.2038 
100 ,20 ,250 ,15 ,35 ,16.5721 ,6.2282 ,19.3690 ,2.7969 
20 ,20 ,250 ,15 ,35 ,15.6294 ,7.5466 ,19.0502 ,3.4209 
30 ,20 ,250 ,15 ,35 ,15.7665 ,7.0347 ,19.3674 ,3.6009 
40 ,20 ,250 ,15 ,35 ,15.9125 ,6.5857 ,19.6246 ,3.7122 
50 ,20 ,250 ,15 ,35 ,16.0642 ,6.2177 ,19.8088 ,3.7446 
60 ,20 ,250 ,15 ,35 ,16.2080 ,5.9718 ,19.8966 ,3.6886 
70 ,20 ,250 ,15 ,35 ,16.3399 ,5.8556 ,19.8844 ,3.5445 
80 ,20 ,250 ,15 ,35 ,16.4476 ,5.8686 ,19.7824 ,3.3349 
90 ,20 ,250 ,15 ,35 ,16.5274 ,6.0050 ,19.5985 ,3.0710 
10 ,20 ,160 ,15 ,35 ,16.7606 ,10.0494 ,16.5379 ,0.2227 
100 ,20 ,160 ,15 ,35 ,18.5877 ,7.1933 ,17.3680 ,1.2197 
20 ,20 ,160 ,15 ,35 ,17.0662 ,9.4145 ,16.8078 ,0.2584 
30 ,20 ,160 ,15 ,35 ,17.3698 ,8.8039 ,17.0591 ,0.3107 
40 ,20 ,160 ,15 ,35 ,17.6666 ,8.2364 ,17.2812 ,0.3854 
50 ,20 ,160 ,15 ,35 ,17.9346 ,7.7654 ,17.4470 ,0.4876 
60 ,20 ,160 ,15 ,35 ,18.1695 ,7.4027 ,17.5513 ,0.6182 
70 ,20 ,160 ,15 ,35 ,18.3557 ,7.1673 ,17.5899 ,0.7658 
80 ,20 ,160 ,15 ,35 ,18.4904 ,7.0615 ,17.5640 ,0.9264 
90 ,20 ,160 ,15 ,35 ,18.5680 ,7.0719 ,17.4880 ,1.0800 
10 ,20 ,170 ,15 ,35 ,17.0204 ,9.4433 ,15.5517 ,1.4687 
100 ,20 ,170 ,15 ,35 ,18.4835 ,6.7291 ,16.5597 ,1.9238 
20 ,20 ,170 ,15 ,35 ,17.1203 ,8.9824 ,15.8056 ,1.3147 
30 ,20 ,170 ,15 ,35 ,17.3868 ,8.3687 ,16.0817 ,1.3051 
40 ,20 ,170 ,15 ,35 ,17.6430 ,7.8090 ,16.3265 ,1.3164 
50 ,20 ,170 ,15 ,35 ,17.8838 ,7.3211 ,16.5299 ,1.3539 
60 ,20 ,170 ,15 ,35 ,18.0928 ,6.9495 ,16.6679 ,1.4249 
70 ,20 ,170 ,15 ,35 ,18.2652 ,6.7035 ,16.7362 ,1.5289 
80 ,20 ,170 ,15 ,35 ,18.3900 ,6.5899 ,16.7356 ,1.6543 
90 ,20 ,170 ,15 ,35 ,18.4636 ,6.6075 ,16.6695 ,1.7941 
10 ,20 ,180 ,15 ,35 ,16.8178 ,9.3805 ,17.1714 ,0.3537 
100 ,20 ,180 ,15 ,35 ,18.3501 ,6.6261 ,18.2064 ,0.1437 
20 ,20 ,180 ,15 ,35 ,17.0558 ,8.7484 ,17.5088 ,0.4530 
30 ,20 ,180 ,15 ,35 ,17.2988 ,8.1389 ,17.8222 ,0.5234 
40 ,20 ,180 ,15 ,35 ,17.5422 ,7.5716 ,18.0990 ,0.5568 
50 ,20 ,180 ,15 ,35 ,17.7681 ,7.1026 ,18.3063 ,0.5382 
60 ,20 ,180 ,15 ,35 ,17.9710 ,6.7456 ,18.4373 ,0.4662 
70 ,20 ,180 ,15 ,35 ,18.1362 ,6.5219 ,18.4861 ,0.3498 
80 ,20 ,180 ,15 ,35 ,18.2587 ,6.4350 ,18.4540 ,0.1953 
90 ,20 ,180 ,15 ,35 ,18.3305 ,6.4716 ,18.3584 ,0.0278 
10 ,20 ,190 ,15 ,35 ,16.9027 ,8.9040 ,16.2733 ,0.6294 
100 ,20 ,190 ,15 ,35 ,18.1875 ,6.3147 ,17.3475 ,0.8401 
20 ,20 ,190 ,15 ,35 ,16.9684 ,8.4349 ,16.5709 ,0.3976 
30 ,20 ,190 ,15 ,35 ,17.1889 ,7.8210 ,16.8946 ,0.2943 
40 ,20 ,190 ,15 ,35 ,17.4086 ,7.2620 ,17.1762 ,0.2324 
50 ,20 ,190 ,15 ,35 ,17.6218 ,6.7779 ,17.4039 ,0.2179 
60 ,20 ,190 ,15 ,35 ,17.8120 ,6.4162 ,17.5516 ,0.2604 
70 ,20 ,190 ,15 ,35 ,17.9723 ,6.1883 ,17.6143 ,0.3581 
80 ,20 ,190 ,15 ,35 ,18.0909 ,6.1012 ,17.5948 ,0.4961 
90 ,20 ,190 ,15 ,35 ,18.1639 ,6.1535 ,17.4969 ,0.6670 
10 ,20 ,200 ,15 ,35 ,16.5933 ,8.9605 ,17.8839 ,1.2907 
100 ,20 ,200 ,15 ,35 ,17.9959 ,6.3957 ,18.8679 ,0.8720 
20 ,20 ,200 ,15 ,35 ,16.7944 ,8.3287 ,18.2612 ,1.4668 
30 ,20 ,200 ,15 ,35 ,17.0071 ,7.7210 ,18.6055 ,1.5984 
40 ,20 ,200 ,15 ,35 ,17.2264 ,7.1590 ,18.9027 ,1.6763 
50 ,20 ,200 ,15 ,35 ,17.4340 ,6.7017 ,19.1172 ,1.6832 
60 ,20 ,200 ,15 ,35 ,17.6240 ,6.3645 ,19.2414 ,1.6174 
70 ,20 ,200 ,15 ,35 ,17.7801 ,6.1692 ,19.2703 ,1.4901 
80 ,20 ,200 ,15 ,35 ,17.8985 ,6.1190 ,19.2054 ,1.3069 
90 ,20 ,200 ,15 ,35 ,17.9709 ,6.1973 ,19.0684 ,1.0975 
10 ,20 ,210 ,15 ,35 ,16.5820 ,8.5030 ,17.0775 ,0.4954 
100 ,20 ,210 ,15 ,35 ,17.7674 ,6.1636 ,18.0160 ,0.2485 
20 ,20 ,210 ,15 ,35 ,16.6437 ,8.0232 ,17.3905 ,0.7468 
30 ,20 ,210 ,15 ,35 ,16.8424 ,7.4172 ,17.7306 ,0.8882 
40 ,20 ,210 ,15 ,35 ,17.0423 ,6.8739 ,18.0182 ,0.9759 
50 ,20 ,210 ,15 ,35 ,17.2375 ,6.4146 ,18.2405 ,1.0030 
60 ,20 ,210 ,15 ,35 ,17.4116 ,6.0863 ,18.3716 ,0.9601 
70 ,20 ,210 ,15 ,35 ,17.5598 ,5.8996 ,18.4067 ,0.8469 
80 ,20 ,210 ,15 ,35 ,17.6702 ,5.8582 ,18.3512 ,0.6810 
90 ,20 ,210 ,15 ,35 ,17.7404 ,5.9580 ,18.2104 ,0.4700 
10 ,20 ,220 ,15 ,35 ,16.2474 ,8.5787 ,18.7173 ,2.4698 
100 ,20 ,220 ,15 ,35 ,17.5053 ,6.3607 ,19.5227 ,2.0174 
20 ,20 ,220 ,15 ,35 ,16.4252 ,7.9628 ,19.1059 ,2.6807 
30 ,20 ,220 ,15 ,35 ,16.6129 ,7.3797 ,19.4536 ,2.8407 
40 ,20 ,220 ,15 ,35 ,16.8073 ,6.8516 ,19.7454 ,2.9380 
50 ,20 ,220 ,15 ,35 ,16.9914 ,6.4356 ,19.9455 ,2.9541 
60 ,20 ,220 ,15 ,35 ,17.1602 ,6.1460 ,20.0459 ,2.8857 
70 ,20 ,220 ,15 ,35 ,17.3002 ,6.0006 ,20.0437 ,2.7435 
80 ,20 ,220 ,15 ,35 ,17.4085 ,6.0002 ,19.9412 ,2.5327 
90 ,20 ,220 ,15 ,35 ,17.4771 ,6.1238 ,19.7640 ,2.2869 
10 ,20 ,230 ,15 ,35 ,16.1588 ,8.1539 ,17.9353 ,1.7765 
100 ,20 ,230 ,15 ,35 ,17.2170 ,6.1632 ,18.6809 ,1.4639 
20 ,20 ,230 ,15 ,35 ,16.2270 ,7.6723 ,18.2443 ,2.0173 
30 ,20 ,230 ,15 ,35 ,16.3942 ,7.1089 ,18.5778 ,2.1836 
40 ,20 ,230 ,15 ,35 ,16.5630 ,6.6140 ,18.8524 ,2.2894 
50 ,20 ,230 ,15 ,35 ,16.7303 ,6.2069 ,19.0551 ,2.3247 
60 ,20 ,230 ,15 ,35 ,16.8815 ,5.9307 ,19.1611 ,2.2796 
70 ,20 ,230 ,15 ,35 ,17.0138 ,5.7938 ,19.1661 ,2.1523 
80 ,20 ,230 ,15 ,35 ,17.1158 ,5.7961 ,19.0785 ,1.9627 
90 ,20 ,230 ,15 ,35 ,17.1851 ,5.9318 ,18.9049 ,1.7198 
10 ,20 ,240 ,15 ,35 ,15.7844 ,8.2656 ,19.6011 ,3.8167 
100 ,20 ,240 ,15 ,35 ,16.8934 ,6.4026 ,20.2349 ,3.3416 
20 ,20 ,240 ,15 ,35 ,15.9247 ,7.6998 ,19.9820 ,4.0573 
30 ,20 ,240 ,15 ,35 ,16.0770 ,7.1697 ,20.3180 ,4.2410 
40 ,20 ,240 ,15 ,35 ,16.2394 ,6.6956 ,20.5934 ,4.3540 
50 ,20 ,240 ,15 ,35 ,16.3973 ,6.3310 ,20.7735 ,4.3763 
60 ,20 ,240 ,15 ,35 ,16.5478 ,6.0883 ,20.8504 ,4.3026 
70 ,20 ,240 ,15 ,35 ,16.6775 ,5.9821 ,20.8232 ,4.1457 
80 ,20 ,240 ,15 ,35 ,16.7831 ,6.0122 ,20.6953 ,3.9122 
90 ,20 ,240 ,15 ,35 ,16.8560 ,6.1560 ,20.4952 ,3.6392 
10 ,20 ,250 ,20 ,15 ,16.6456 ,7.3135 ,18.2762 ,1.6306 
100 ,20 ,250 ,20 ,15 ,17.8805 ,5.4886 ,18.8072 ,0.9267 
20 ,20 ,250 ,20 ,15 ,16.8198 ,6.7129 ,18.6270 ,1.8072 
30 ,20 ,250 ,20 ,15 ,16.9637 ,6.2887 ,18.8606 ,1.8969 
40 ,20 ,250 ,20 ,15 ,17.1579 ,5.7981 ,19.1094 ,1.9515 
50 ,20 ,250 ,20 ,15 ,17.3153 ,5.5063 ,19.2279 ,1.9127 
60 ,20 ,250 ,20 ,15 ,17.4930 ,5.2364 ,19.3120 ,1.8191 
70 ,20 ,250 ,20 ,15 ,17.6282 ,5.1698 ,19.2656 ,1.6375 
80 ,20 ,250 ,20 ,15 ,17.7540 ,5.1488 ,19.1854 ,1.4315 
90 ,20 ,250 ,20 ,15 ,17.8331 ,5.3171 ,18.9887 ,1.1557 
10 ,20 ,160 ,20 ,15 ,17.4893 ,9.4564 ,16.6349 ,0.8544 
100 ,20 ,160 ,20 ,15 ,19.5089 ,6.7516 ,17.2311 ,2.2777 
20 ,20 ,160 ,20 ,15 ,17.7968 ,8.9249 ,16.8134 ,0.9834 
30 ,20 ,160 ,20 ,15 ,18.1551 ,8.2611 ,17.0676 ,1.0875 
40 ,20 ,160 ,20 ,15 ,18.4619 ,7.7792 ,17.2109 ,1.2509 
50 ,20 ,160 ,20 ,15 ,18.7721 ,7.2749 ,17.3796 ,1.3926 
60 ,20 ,160 ,20 ,15 ,19.0228 ,6.9657 ,17.4325 ,1.5903 
70 ,20 ,160 ,20 ,15 ,19.2366 ,6.6978 ,17.4878 ,1.7488 
80 ,20 ,160 ,20 ,15 ,19.3873 ,6.6240 ,17.4298 ,1.9575 
90 ,20 ,160 ,20 ,15 ,19.4789 ,6.5987 ,17.3817 ,2.0972 
10 ,20 ,170 ,20 ,15 ,17.6328 ,8.9094 ,15.3420 ,2.2908 
100 ,20 ,170 ,20 ,15 ,19.4387 ,6.1372 ,16.2111 ,3.2277 
20 ,20 ,170 ,20 ,15 ,17.9492 ,8.2287 ,15.6211 ,2.3282 
30 ,20 ,170 ,20 ,15 ,18.2208 ,7.7196 ,15.8055 ,2.4152 
40 ,20 ,170 ,20 ,15 ,18.5220 ,7.1285 ,16.0422 ,2.4798 
50 ,20 ,170 ,20 ,15 ,18.7710 ,6.7310 ,16.1728 ,2.5982 
60 ,20 ,170 ,20 ,15 ,19.0106 ,6.3433 ,16.3105 ,2.7000 
70 ,20 ,170 ,20 ,15 ,19.1915 ,6.1558 ,16.3389 ,2.8526 
80 ,20 ,170 ,20 ,15 ,19.3325 ,6.0142 ,16.3606 ,2.9719 
90 ,20 ,170 ,20 ,15 ,19.4131 ,6.0643 ,16.2785 ,3.1346 
10 ,20 ,180 ,20 ,15 ,17.6564 ,8.6605 ,17.2867 ,0.3696 
100 ,20 ,180 ,20 ,15 ,19.3472 ,6.0549 ,18.1173 ,1.2299 
20 ,20 ,180 ,20 ,15 ,17.8994 ,8.1308 ,17.5284 ,0.3710 
30 ,20 ,180 ,20 ,15 ,18.1954 ,7.4658 ,17.8467 ,0.3487 
40 ,20 ,180 ,20 ,15 ,18.4457 ,6.9848 ,18.0460 ,0.3997 
50 ,20 ,180 ,20 ,15 ,18.7102 ,6.4835 ,18.2573 ,0.4529 
60 ,20 ,180 ,20 ,15 ,18.9215 ,6.1812 ,18.3427 ,0.5788 
70 ,20 ,180 ,20 ,15 ,19.1107 ,5.9265 ,18.4101 ,0.7005 
80 ,20 ,180 ,20 ,15 ,19.2411 ,5.8708 ,18.3548 ,0.8863 
90 ,20 ,180 ,20 ,15 ,19.3241 ,5.8711 ,18.2907 ,1.0334 
10 ,20 ,190 ,20 ,15 ,17.6542 ,8.2757 ,16.0108 ,1.6433 
100 ,20 ,190 ,20 ,15 ,19.2294 ,5.6229 ,16.9905 ,2.2390 
20 ,20 ,190 ,20 ,15 ,17.9132 ,7.5960 ,16.3469 ,1.5663 
30 ,20 ,190 ,20 ,15 ,18.1336 ,7.0880 ,16.5818 ,1.5519 
40 ,20 ,190 ,20 ,15 ,18.3942 ,6.4980 ,16.8569 ,1.5373 
50 ,20 ,190 ,20 ,15 ,18.6083 ,6.1039 ,17.0172 ,1.5911 
60 ,20 ,190 ,20 ,15 ,18.8261 ,5.7259 ,17.1653 ,1.6608 
70 ,20 ,190 ,20 ,15 ,18.9897 ,5.5527 ,17.1955 ,1.7942 
80 ,20 ,190 ,20 ,15 ,19.1245 ,5.4350 ,17.1999 ,1.9246 
90 ,20 ,190 ,20 ,15 ,19.2003 ,5.5141 ,17.0941 ,2.1062 
10 ,20 ,200 ,20 ,15 ,17.5411 ,8.1724 ,17.9427 ,0.4017 
100 ,20 ,200 ,20 ,15 ,19.0880 ,5.7225 ,18.7561 ,0.3319 
20 ,20 ,200 ,20 ,15 ,17.7396 ,7.6442 ,18.2287 ,0.4891 
30 ,20 ,200 ,20 ,15 ,18.0008 ,6.9803 ,18.5811 ,0.5803 
40 ,20 ,200 ,20 ,15 ,18.2213 ,6.5018 ,18.8071 ,0.5857 
50 ,20 ,200 ,20 ,15 ,18.4672 ,6.0095 ,19.0266 ,0.5594 
60 ,20 ,200 ,20 ,15 ,18.6628 ,5.7203 ,19.1121 ,0.4493 
70 ,20 ,200 ,20 ,15 ,18.8462 ,5.4897 ,19.1597 ,0.3134 
80 ,20 ,200 ,20 ,15 ,18.9727 ,5.4629 ,19.0778 ,0.1051 
90 ,20 ,200 ,20 ,15 ,19.0595 ,5.5002 ,18.9733 ,0.0862 
10 ,20 ,210 ,20 ,15 ,17.4335 ,7.8740 ,16.7331 ,0.7004 
100 ,20 ,210 ,20 ,15 ,18.9071 ,5.4299 ,17.6027 ,1.3044 
20 ,20 ,210 ,20 ,15 ,17.6647 ,7.1979 ,17.0961 ,0.5686 
30 ,20 ,210 ,20 ,15 ,17.8609 ,6.6946 ,17.3516 ,0.5093 
40 ,20 ,210 ,20 ,15 ,18.1034 ,6.1165 ,17.6325 ,0.4709 
50 ,20 ,210 ,20 ,15 ,18.3013 ,5.7379 ,17.7916 ,0.5098 
60 ,20 ,210 ,20 ,15 ,18.5087 ,5.3861 ,17.9217 ,0.5870 
70 ,20 ,210 ,20 ,15 ,18.6635 ,5.2431 ,17.9277 ,0.7358 
80 ,20 ,210 ,20 ,15 ,18.7955 ,5.1637 ,17.8956 ,0.8999 
90 ,20 ,210 ,20 ,15 ,18.8718 ,5.2821 ,17.7496 ,1.1222 
10 ,20 ,220 ,20 ,15 ,17.2521 ,7.8339 ,18.6763 ,1.4242 
100 ,20 ,220 ,20 ,15 ,18.6951 ,5.6585 ,19.3226 ,0.6275 
20 ,20 ,220 ,20 ,15 ,17.4294 ,7.3142 ,18.9774 ,1.5479 
30 ,20 ,220 ,20 ,15 ,17.6702 ,6.6682 ,19.3338 ,1.6636 
40 ,20 ,220 ,20 ,15 ,17.8719 ,6.2111 ,19.5581 ,1.6863 
50 ,20 ,220 ,20 ,15 ,18.1011 ,5.7507 ,19.7627 ,1.6616 
60 ,20 ,220 ,20 ,15 ,18.2821 ,5.4964 ,19.8275 ,1.5454 
70 ,20 ,220 ,20 ,15 ,18.4553 ,5.3075 ,19.8433 ,1.3880 
80 ,20 ,220 ,20 ,15 ,18.5756 ,5.3222 ,19.7254 ,1.1498 
90 ,20 ,220 ,20 ,15 ,18.6621 ,5.3998 ,19.5810 ,0.9190 
10 ,20 ,230 ,20 ,15 ,17.1050 ,7.5383 ,17.5096 ,0.4046 
100 ,20 ,230 ,20 ,15 ,18.4512 ,5.4267 ,18.1874 ,0.2638 
20 ,20 ,230 ,20 ,15 ,17.3127 ,6.8881 ,17.8730 ,0.5603 
30 ,20 ,230 ,20 ,15 ,17.4858 ,6.4146 ,18.1239 ,0.6381 
40 ,20 ,230 ,20 ,15 ,17.7043 ,5.8765 ,18.3908 ,0.6864 
50 ,20 ,230 ,20 ,15 ,17.8811 ,5.5399 ,18.5307 ,0.6496 
60 ,20 ,230 ,20 ,15 ,18.0703 ,5.2345 ,18.6340 ,0.5637 
70 ,20 ,230 ,20 ,15 ,18.2120 ,5.1366 ,18.6091 ,0.3971 
80 ,20 ,230 ,20 ,15 ,18.3371 ,5.0982 ,18.5441 ,0.2070 
90 ,20 ,230 ,20 ,15 ,18.4119 ,5.2533 ,18.3632 ,0.0487 
